"ano_pesquisa","cargo","senioridade","genero","faixa_salarial","total_respondentes","pct_dentro_do_nivel"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","0.54"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Feminino","de R$ 16.001/mês a R$ 20.000/mês","4","22.22"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","5.56"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","5.56"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","4","22.22"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","16.67"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","2","11.11"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","5.56"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","5.56"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","5.56"
"2025","Analista de Negócios/Business Analyst","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","3","13.64"
"2025","Analista de Negócios/Business Analyst","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","2","9.09"
"2025","Analista de Negócios/Business Analyst","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","4.55"
"2025","Analista de Negócios/Business Analyst","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","6","27.27"
"2025","Analista de Negócios/Business Analyst","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","6","27.27"
"2025","Analista de Negócios/Business Analyst","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","9.09"
"2025","Analista de Negócios/Business Analyst","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","4.55"
"2025","Analista de Negócios/Business Analyst","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","4.55"
"2025","Analista de Negócios/Business Analyst","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","10","18.87"
"2025","Analista de Negócios/Business Analyst","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","5","9.43"
"2025","Analista de Negócios/Business Analyst","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","1.89"
"2025","Analista de Negócios/Business Analyst","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","14","26.42"
"2025","Analista de Negócios/Business Analyst","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","10","18.87"
"2025","Analista de Negócios/Business Analyst","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","8","15.09"
"2025","Analista de Negócios/Business Analyst","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","2","3.77"
"2025","Analista de Negócios/Business Analyst","Pleno","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","1.89"
"2025","Analista de Negócios/Business Analyst","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","1.89"
"2025","Analista de Negócios/Business Analyst","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","1.89"
"2025","Analista de Negócios/Business Analyst","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","6","12.77"
"2025","Analista de Negócios/Business Analyst","Sênior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","2","4.26"
"2025","Analista de Negócios/Business Analyst","Sênior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","2.13"
"2025","Analista de Negócios/Business Analyst","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","2.13"
"2025","Analista de Negócios/Business Analyst","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","2.13"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","16","34.04"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","6","12.77"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","4","8.51"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","6.38"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","3","6.38"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","4.26"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","2.13"
"2025","Analista de Negócios/Business Analyst","Sênior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","2.13"
"2025","Analista de Suporte/Analista Técnico","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","10.53"
"2025","Analista de Suporte/Analista Técnico","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","5.26"
"2025","Analista de Suporte/Analista Técnico","Júnior","Feminino","Menos de R$ 1.000/mês","1","5.26"
"2025","Analista de Suporte/Analista Técnico","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","1","5.26"
"2025","Analista de Suporte/Analista Técnico","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","5.26"
"2025","Analista de Suporte/Analista Técnico","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","8","42.11"
"2025","Analista de Suporte/Analista Técnico","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","10.53"
"2025","Analista de Suporte/Analista Técnico","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","2","10.53"
"2025","Analista de Suporte/Analista Técnico","Júnior","Masculino","Menos de R$ 1.000/mês","1","5.26"
"2025","Analista de Suporte/Analista Técnico","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","5.0"
"2025","Analista de Suporte/Analista Técnico","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","6","30.0"
"2025","Analista de Suporte/Analista Técnico","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","6","30.0"
"2025","Analista de Suporte/Analista Técnico","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","5","25.0"
"2025","Analista de Suporte/Analista Técnico","Pleno","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","5.0"
"2025","Analista de Suporte/Analista Técnico","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","5.0"
"2025","Analista de Suporte/Analista Técnico","Sênior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","6.67"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","4","26.67"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","13.33"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","2","13.33"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","13.33"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","6.67"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","6.67"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","6.67"
"2025","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","6.67"
"2025","Analytics Engineer","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","4","17.39"
"2025","Analytics Engineer","Especialista/Staff+","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","4.35"
"2025","Analytics Engineer","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","6","26.09"
"2025","Analytics Engineer","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","4","17.39"
"2025","Analytics Engineer","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","8.7"
"2025","Analytics Engineer","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","2","8.7"
"2025","Analytics Engineer","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","2","8.7"
"2025","Analytics Engineer","Especialista/Staff+","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","4.35"
"2025","Analytics Engineer","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","4.35"
"2025","Analytics Engineer","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","18.18"
"2025","Analytics Engineer","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","9.09"
"2025","Analytics Engineer","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","9.09"
"2025","Analytics Engineer","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","3","27.27"
"2025","Analytics Engineer","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","9.09"
"2025","Analytics Engineer","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","9.09"
"2025","Analytics Engineer","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","9.09"
"2025","Analytics Engineer","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","9.09"
"2025","Analytics Engineer","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","5","12.2"
"2025","Analytics Engineer","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","3","7.32"
"2025","Analytics Engineer","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","3","7.32"
"2025","Analytics Engineer","Pleno","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","2.44"
"2025","Analytics Engineer","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","10","24.39"
"2025","Analytics Engineer","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","9","21.95"
"2025","Analytics Engineer","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","5","12.2"
"2025","Analytics Engineer","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","5","12.2"
"2025","Analytics Engineer","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","5","8.47"
"2025","Analytics Engineer","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","3","5.08"
"2025","Analytics Engineer","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","2","3.39"
"2025","Analytics Engineer","Sênior","Feminino","de R$ 25.001/mês a R$ 30.000/mês","2","3.39"
"2025","Analytics Engineer","Sênior","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","1.69"
"2025","Analytics Engineer","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","15","25.42"
"2025","Analytics Engineer","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","12","20.34"
"2025","Analytics Engineer","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","7","11.86"
"2025","Analytics Engineer","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","4","6.78"
"2025","Analytics Engineer","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","3","5.08"
"2025","Analytics Engineer","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","3","5.08"
"2025","Analytics Engineer","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","2","3.39"
"2025","Arquiteto de Dados/Data Architect","Especialista/Staff+","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","7.69"
"2025","Arquiteto de Dados/Data Architect","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","4","30.77"
"2025","Arquiteto de Dados/Data Architect","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","3","23.08"
"2025","Arquiteto de Dados/Data Architect","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","2","15.38"
"2025","Arquiteto de Dados/Data Architect","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","7.69"
"2025","Arquiteto de Dados/Data Architect","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","7.69"
"2025","Arquiteto de Dados/Data Architect","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","7.69"
"2025","Arquiteto de Dados/Data Architect","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","50.0"
"2025","Arquiteto de Dados/Data Architect","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","50.0"
"2025","Arquiteto de Dados/Data Architect","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","3","100.0"
"2025","Arquiteto de Dados/Data Architect","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","10.0"
"2025","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","30.0"
"2025","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","3","30.0"
"2025","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","20.0"
"2025","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","10.0"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Feminino","de R$ 20.001/mês a R$ 25.000/mês","5","6.94"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","5","6.94"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","1.39"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","1.39"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Feminino","de R$ 25.001/mês a R$ 30.000/mês","1","1.39"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","17","23.61"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","15","20.83"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","10","13.89"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","7","9.72"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","4","5.56"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","3","4.17"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","3","4.17"
"2025","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","5","7.81"
"2025","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","3","4.69"
"2025","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","3","4.69"
"2025","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","3.13"
"2025","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","1.56"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","18","28.13"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","10","15.63"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","8","12.5"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","6","9.38"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","4","6.25"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","2","3.13"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","Menos de R$ 1.000/mês","1","1.56"
"2025","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","1.56"
"2025","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","15","10.95"
"2025","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","9","6.57"
"2025","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","7","5.11"
"2025","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","3","2.19"
"2025","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","2","1.46"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","51","37.23"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","25","18.25"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","12","8.76"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","6","4.38"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","2","1.46"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","1.46"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","0.73"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","0.73"
"2025","Cientista de Dados/Data Scientist","Pleno","Masculino","Acima de R$ 40.001/mês","1","0.73"
"2025","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","15","10.27"
"2025","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","9","6.16"
"2025","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","7","4.79"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","32","21.92"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","32","21.92"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","28","19.18"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","8","5.48"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","5","3.42"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","4","2.74"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","Acima de R$ 40.001/mês","3","2.05"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","2","1.37"
"2025","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","0.68"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","2","20.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Especialista/Staff+","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","10.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Especialista/Staff+","Feminino","Acima de R$ 40.001/mês","1","10.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","3","30.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","20.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","10.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","2","50.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","25.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","25.0"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","5","26.32"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","3","15.79"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","4","21.05"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","2","10.53"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","2","10.53"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","Acima de R$ 40.001/mês","2","10.53"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","5.26"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Feminino","de R$ 25.001/mês a R$ 30.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","21.43"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","14.29"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","7.14"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","3","12.5"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","3","12.5"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","4.17"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","4.17"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","3","12.5"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","8.33"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","2","8.33"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","8.33"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","8.33"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","Menos de R$ 1.000/mês","2","8.33"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","8.33"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","4.17"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","3.7"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","3.7"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","3.7"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","8","29.63"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","5","18.52"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","5","18.52"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","11.11"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","2","7.41"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","3.7"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","3","7.32"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","Acima de R$ 40.001/mês","2","4.88"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","2.44"
